Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,Jun-20,Provider,AXG11,TROWBRIDGE HEALTH CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,10,*,15,0,20,0,0,0,0,0,10,*,15,0,20,0
2020-21,4,Jun-20,Provider,DC801,MEDICAL IMAGING PARTNERSHIP,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,120,0,120,0,0,0,0,0,0,0,120,0,120,0,0,0
2020-21,4,Jun-20,Provider,DJQ01,SURREY HEALTHY CHILDREN AND FAMILIES LLP,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,35,40,*,*,0,0,0,0,0,40,405,440,40,1380,125
2020-21,4,Jun-20,Provider,DTT02,PRINCEWAY HEALTH CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,20,20,0,160,0,0,0,0,0,0,30,30,0,185,0
2020-21,4,Jun-20,Provider,DTT03,NUFFIELD HOSPITAL CHESTER,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,30,30,0,20,0,0,0,0,0,0,30,30,0,20,0
2020-21,4,Jun-20,Provider,NCR01,ISIGHT (SOUTHPORT),Y62,NORTH WEST COMMISSIONING REGION,0,80,80,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NDAH9,GRAVESHAM COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,25,0,25,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NDAJ0,LIVINGSTONE COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,20,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NDAJ1,SHEPPEY COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,25,0,25,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NDAJ2,SITTINGBOURNE MEMORIAL HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,20,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NEQ01,PHOENIX HEALTH SOLUTIONS LIMITED,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,30,*,35,*,275,*,0,0,0,0,80,*,90,*,345,10
2020-21,4,Jun-20,Provider,NEY01,PIONEER HEALTHCARE LTD - CLAREMONT HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Jun-20,Provider,NEY14,OAKLANDS HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,65,0
2020-21,4,Jun-20,Provider,NFH01,SOMERSET SURGICAL SERVICES,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,140,0
2020-21,4,Jun-20,Provider,NLE06,GLODWICK PRIMARY CARE CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,555,555,35,875,20,0,0,0,0,0,555,555,35,875,20
2020-21,4,Jun-20,Provider,NLF06,OLDHAM INTEGRATED CARE CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,355,120,470,10,1735,35,0,0,0,0,355,120,470,10,1735,35
2020-21,4,Jun-20,Provider,NN401,TYNESIDE SURGICAL SERVICES,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,260,0
2020-21,4,Jun-20,Provider,NN501,TRAFFORD GENERAL HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,120,0,0,0,0,0,*,0,*,0,120,0
2020-21,4,Jun-20,Provider,NN801,SPENCER PRIVATE HOSPITALS - MARGATE,Y59,SOUTH EAST COMMISSIONING REGION,115,35,150,0,85,0,85,0,810,0,115,35,150,0,90,0,90,0,845,0
2020-21,4,Jun-20,Provider,NN802,SPENCER PRIVATE HOSPITALS - ASHFORD,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,15,0,15,0,455,0,0,0,0,0,15,0,15,0,455,0
2020-21,4,Jun-20,Provider,NNE02,DORKING GENERAL HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,520,350,865,45,1100,55,0,0,0,0,525,350,870,45,1125,55
2020-21,4,Jun-20,Provider,NNH02,OPTEGRA YORKSHIRE EYE HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,25,25,0,0,*,*,0,295,0,0,25,25,0,0,*,*,0,295,0
2020-21,4,Jun-20,Provider,NNH03,OPTEGRA (SURREY EYE HOSPITAL),Y59,SOUTH EAST COMMISSIONING REGION,0,10,10,0,0,*,*,0,95,0,0,10,10,0,0,*,*,0,95,0
2020-21,4,Jun-20,Provider,NNH04,OPTEGRA (MANCHESTER EYE HOSPITAL),Y62,NORTH WEST COMMISSIONING REGION,0,395,395,0,0,50,50,0,175,0,0,395,395,0,0,50,50,0,175,0
2020-21,4,Jun-20,Provider,NNH05,OPTEGRA (BIRMINGHAM EYE HOSPITAL),Y60,MIDLANDS COMMISSIONING REGION,0,30,30,0,0,*,*,0,45,0,0,30,30,0,0,*,*,0,45,0
2020-21,4,Jun-20,Provider,NNH06,OPTEGRA (SOLENT EYE HOSPITAL),Y59,SOUTH EAST COMMISSIONING REGION,0,45,45,0,0,0,0,0,30,0,0,45,45,0,0,0,0,0,30,0
2020-21,4,Jun-20,Provider,NNH07,OPTEGRA LONDON EYE HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,20,20,0,0,*,*,0,230,0,0,20,20,0,0,*,*,0,230,0
2020-21,4,Jun-20,Provider,NPG01,SPAMEDICA (MANCHESTER),Y62,NORTH WEST COMMISSIONING REGION,0,95,95,0,130,0,130,0,245,0,0,95,95,0,130,0,130,0,245,0
2020-21,4,Jun-20,Provider,NPG02,SPAMEDICA (BIRKENHEAD),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,15,0,15,0,40,0,0,0,0,0,15,0,15,0,40,0
2020-21,4,Jun-20,Provider,NPG06,SPAMEDICA LIVERPOOL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0
2020-21,4,Jun-20,Provider,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,145,0,145,0,75,0,0,0,0,0,145,0,145,0,75,0
2020-21,4,Jun-20,Provider,NPG08,SPAMEDICA (BOLTON),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,95,0,95,0,100,0,0,0,0,0,95,0,95,0,100,0
2020-21,4,Jun-20,Provider,NPG10,SPAMEDICA (SHEFFILED),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,25,0,0,0,0,0,*,0,*,0,25,0
2020-21,4,Jun-20,Provider,NPG11,SPAMEDICA (BIRMINGHAM),Y60,MIDLANDS COMMISSIONING REGION,0,280,280,0,155,0,155,0,350,0,0,280,280,0,155,0,155,0,350,0
2020-21,4,Jun-20,Provider,NPG12,SPAMEDICA ECCLESHILL TREATMENT CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0
2020-21,4,Jun-20,Provider,NPG13,SPAMEDICA - SKELMERSDALE,Y62,NORTH WEST COMMISSIONING REGION,0,105,105,0,40,0,40,0,190,0,0,105,105,0,40,0,40,0,190,0
2020-21,4,Jun-20,Provider,NPG14,SPAMEDICA WIDNES,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Jun-20,Provider,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,35,0,35,0,95,0,0,*,*,0,35,0,35,0,95,0
2020-21,4,Jun-20,Provider,NPG16,SPAMEDICA CHELMSFORD,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,110,0,110,0,80,0,0,0,0,0,110,0,110,0,80,0
2020-21,4,Jun-20,Provider,NPG17,SPAMEDICA PRESTON,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,10,0,10,0,20,0,0,0,0,0,10,0,10,0,20,0
2020-21,4,Jun-20,Provider,NPG18,SPAMEDICA HULL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,90,0,90,0,60,0,0,0,0,0,90,0,90,0,60,0
2020-21,4,Jun-20,Provider,NPG19,SPAMEDICA BEDFORD,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
2020-21,4,Jun-20,Provider,NPG20,SPAMEDICA WOLVERHAMPTON,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
2020-21,4,Jun-20,Provider,NPR01,ABOUT HEALTH HQ,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,245,0,245,25,205,*,0,0,0,0,245,0,245,25,205,*
2020-21,4,Jun-20,Provider,NPR03,ACCRINGTON PALS,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,115,*,120,10,495,15,0,0,0,0,115,*,120,10,495,15
2020-21,4,Jun-20,Provider,NPR08,HEALTHUB,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,15,0,15,*,35,0,0,0,0,0,15,0,15,*,35,0
2020-21,4,Jun-20,Provider,NPR0F,COMMUNITY DERMATOLOGY SERVICE - ABOUT HEALTH,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,120,0,120,*,130,10,0,0,0,0,120,0,120,*,130,10
2020-21,4,Jun-20,Provider,NPR0K,BLACKBURN WITH DARWEN COMMUNITY DERMATOLOGY SERVICE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,90,0,90,10,175,15,0,0,0,0,90,0,90,10,175,15
2020-21,4,Jun-20,Provider,NPR26,ISSA MEDICAL CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,150,0,150,*,190,25,0,0,0,0,150,0,150,*,190,25
2020-21,4,Jun-20,Provider,NPR30,ATRIUM HEALTH CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,140,0,140,20,75,*,0,0,0,0,140,0,140,20,75,*
2020-21,4,Jun-20,Provider,NQ106,FRYATT HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,30,0,0,0,0,0,0,*,0,*,30,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NQ108,CLACTON HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NQH05,NOVUS HEALTH (MILLENIUM COURT),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Jun-20,Provider,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,45,45,0,120,0,120,*,15,0,0,45,45,0,120,0,120,*,15,0
2020-21,4,Jun-20,Provider,NQT4J,VIRGIN DERMATOLOGY CROMWELL ROAD,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,65,*,70,*,170,25,0,0,0,0,65,*,70,*,170,25
2020-21,4,Jun-20,Provider,NQT5H,PAULTON MEMORIAL HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NQT5K,ST MARTINS HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NQT6G,BATH AND NORTH EAST SOMERSET COMMUNITY HEALTH AND CARE SERVICES (KEYNSHAM CIVIC CENTRE),Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,*,*,*,0,60,0,0,0,0,0,50,35,85,*,330,30
2020-21,4,Jun-20,Provider,NQTA2,OLDHAM INTEGRATED CARE CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,245,0,245,30,580,50,0,0,0,0,245,0,245,30,580,50
2020-21,4,Jun-20,Provider,NQTHK,THE SCUNTHORPE IRONSTONE CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,105,*,105,*,320,15,0,0,0,0,105,*,105,*,320,15
2020-21,4,Jun-20,Provider,NR501,LIVEWELL SOUTHWEST,Y58,SOUTH WEST COMMISSIONING REGION,20,0,20,100,15,20,35,*,85,0,20,0,20,100,15,20,35,*,85,0
2020-21,4,Jun-20,Provider,NR505,DERRIFORD HOSPITAL CLINIC,Y58,SOUTH WEST COMMISSIONING REGION,0,20,20,0,0,*,*,0,25,*,0,20,20,0,0,*,*,0,25,*
2020-21,4,Jun-20,Provider,NR525,TAVISTOCK HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,15,0,0,0,0,0,0,*,0,*,15,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NR526,SOUTH HAMS (KINGSBRIDGE) HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,20,0,20,*,0,0,0,0,0,0,20,0,20,*,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NR527,MOUNT GOULD HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0,0,0,0,0
2020-21,4,Jun-20,Provider,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,30,*,0,0,0,0,*,0,*,0,30,*
2020-21,4,Jun-20,Provider,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,40,*,0,0,0,0,0,0,0,0,40,*
2020-21,4,Jun-20,Provider,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,*,*,*,0,0,0,0,0,55,*,*,*,*,0,0,0,0,0,55,*
2020-21,4,Jun-20,Provider,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",Y58,SOUTH WEST COMMISSIONING REGION,*,*,*,0,0,*,*,0,120,*,*,*,*,0,0,*,*,0,120,*
2020-21,4,Jun-20,Provider,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Jun-20,Provider,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,0
2020-21,4,Jun-20,Provider,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,*,140,145,0,30,0,30,*,555,0,*,140,145,0,30,0,30,*,555,0
2020-21,4,Jun-20,Provider,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,50,65,115,0,0,0,0,0,955,*,50,65,115,0,0,0,0,0,955,*
2020-21,4,Jun-20,Provider,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0
2020-21,4,Jun-20,Provider,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,15,0,0,0,0,0,*,0,*,0,15,0
2020-21,4,Jun-20,Provider,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
2020-21,4,Jun-20,Provider,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0
2020-21,4,Jun-20,Provider,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,0,*,0,0,0,0,0,190,10,*,0,*,0,0,0,0,0,240,10
2020-21,4,Jun-20,Provider,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,15,*,0,0,0,0,0,0,0,0,15,*
2020-21,4,Jun-20,Provider,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,15,110,125,0,220,0,220,25,300,*,15,110,125,0,220,0,220,25,300,*
2020-21,4,Jun-20,Provider,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0
2020-21,4,Jun-20,Provider,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
2020-21,4,Jun-20,Provider,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Jun-20,Provider,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,405,15,0,0,0,0,*,0,*,0,405,15
2020-21,4,Jun-20,Provider,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,20,*,0,0,0,0,0,0,0,0,20,*
2020-21,4,Jun-20,Provider,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,*,30,30,0,0,0,0,0,*,0,*,30,30,0,0,0,0,0,*,0
2020-21,4,Jun-20,Provider,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0
2020-21,4,Jun-20,Provider,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0
2020-21,4,Jun-20,Provider,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
2020-21,4,Jun-20,Provider,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,20,85,105,0,0,0,0,0,165,0,20,85,105,0,0,0,0,0,165,0
2020-21,4,Jun-20,Provider,NT301,SPIRE SOUTH BANK HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,15,0,15,0,245,0,0,*,*,0,15,0,15,0,265,0
2020-21,4,Jun-20,Provider,NT302,SPIRE BRISTOL HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0
2020-21,4,Jun-20,Provider,NT304,SPIRE SOUTHAMPTON HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,50,0
2020-21,4,Jun-20,Provider,NT305,SPIRE PORTSMOUTH HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,50,0,0,0,0,0,*,0,*,0,50,0
2020-21,4,Jun-20,Provider,NT308,SPIRE GATWICK PARK HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0
2020-21,4,Jun-20,Provider,NT309,SPIRE SUSSEX HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,*,0,*,0,25,0,0,*,*,0,*,0,*,0,30,0
2020-21,4,Jun-20,Provider,NT30A,SPIRE NOTTINGHAM HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,0,10,0,40,0,0,0,0,0,10,0,10,0,50,0
2020-21,4,Jun-20,Provider,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,*,0,*,0,*,0,0,*,*,0,*,0,*,0,10,0
2020-21,4,Jun-20,Provider,NT312,SPIRE ALEXANDRA HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,180,0,180,0,85,0,0,0,0,0,180,0,180,0,85,0
2020-21,4,Jun-20,Provider,NT313,SPIRE WELLESLEY HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,*,*,0,105,0,105,0,335,0,0,*,*,0,105,0,105,0,400,0
2020-21,4,Jun-20,Provider,NT314,SPIRE LONDON EAST,Y56,LONDON COMMISSIONING REGION,0,0,0,0,80,0,80,0,290,0,0,0,0,0,80,0,80,0,325,0
2020-21,4,Jun-20,Provider,NT315,SPIRE BUSHEY HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,0,35,0,35,0,50,0,*,0,*,0,35,0,35,0,50,0
2020-21,4,Jun-20,Provider,NT316,SPIRE HARPENDEN HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,*,*,0,0,0,0,0,165,0,0,*,*,0,0,0,0,0,200,0
2020-21,4,Jun-20,Provider,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,0,0,0,0,0,10,0,*,0,*,0,0,0,0,0,35,0
2020-21,4,Jun-20,Provider,NT319,SPIRE HARTSWOOD HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,85,0
2020-21,4,Jun-20,Provider,NT320,SPIRE PARKWAY HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,10,0,10,0,250,0,0,0,0,0,10,0,10,0,280,0
2020-21,4,Jun-20,Provider,NT321,SPIRE LITTLE ASTON HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,*,*,*,0,*,0,*,0,230,0,*,*,*,0,*,0,*,0,230,0
2020-21,4,Jun-20,Provider,NT322,SPIRE LEICESTER HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0
2020-21,4,Jun-20,Provider,NT324,SPIRE CHESHIRE HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,*,*,*,0,*,0,*,0,280,0,*,*,*,0,*,0,*,0,280,0
2020-21,4,Jun-20,Provider,NT325,SPIRE MURRAYFIELD HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,0,0,0,0,60,0,0,*,*,0,0,0,0,0,65,0
2020-21,4,Jun-20,Provider,NT327,SPIRE MANCHESTER HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,95,0,95,0,215,0,0,0,0,0,95,0,95,0,285,0
2020-21,4,Jun-20,Provider,NT332,SPIRE LEEDS HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,*,*,0,0,0,0,0,170,0,0,*,*,0,0,0,0,0,225,0
2020-21,4,Jun-20,Provider,NT333,SPIRE WASHINGTON HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,0,*,0,*,0,*,0,230,0,*,0,*,0,*,0,*,0,265,0
2020-21,4,Jun-20,Provider,NT337,SPIRE LIVERPOOL HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,*,0,*,0,*,0,*,0,600,0,*,0,*,0,*,0,*,0,675,0
2020-21,4,Jun-20,Provider,NT339,SPIRE REGENCY HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,30,0,30,0,370,0,0,0,0,0,30,0,30,0,470,0
2020-21,4,Jun-20,Provider,NT343,SPIRE THAMES VALLEY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,10,0,0,0,0,0,*,0,*,0,10,0
2020-21,4,Jun-20,Provider,NT344,SPIRE DUNEDIN HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,*,*,*,0,*,0,*,0,95,0,*,*,*,0,*,0,*,0,105,0
2020-21,4,Jun-20,Provider,NT345,SPIRE CLARE PARK HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,50,0,0,0,0,0,*,0,*,0,60,0
2020-21,4,Jun-20,Provider,NT347,SPIRE FYLDE COAST HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,15,0,15,0,70,0,0,*,*,0,15,0,15,0,70,0
2020-21,4,Jun-20,Provider,NT348,SPIRE ELLAND HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,10,310,320,0,0,0,0,0,1060,0,10,310,320,0,0,0,0,0,1090,0
2020-21,4,Jun-20,Provider,NT350,SPIRE METHLEY PARK HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,270,0
2020-21,4,Jun-20,Provider,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,25,195,220,0,355,0,355,0,690,0,25,195,220,0,355,0,355,0,790,0
2020-21,4,Jun-20,Provider,NT364,SPIRE MONTEFIORE HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,*,0,*,0,295,0,0,*,*,0,*,0,*,0,295,0
